STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/26/2014,0,,,29.4,19.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/27/2014,12.2,,,30,18.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/28/2014,0,,,24.4,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/29/2014,0,,,22.8,13.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/30/2014,0,,,24.4,14.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/31/2014,2,,,28.3,18.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/1/2014,0,,,28.3,18.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/2/2014,9.7,,,27.8,19.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/3/2014,0,,,25,13.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/4/2014,0,,,27.2,13.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/5/2014,1.3,,,29.4,15.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/6/2014,5.6,,,33.3,15.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/7/2014,0,,,22.2,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/8/2014,0,,,24.4,9.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/9/2014,0,,,23.9,9.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/10/2014,0,,,25.6,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/11/2014,31,,,23.9,10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/12/2014,0,,,13.3,9.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/13/2014,8.9,,,15,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/14/2014,0,,,13.3,3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/15/2014,0,,,16.7,5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/16/2014,0.5,,,15,5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/17/2014,0,,,18.3,3.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/18/2014,0,,,19.4,3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/19/2014,0,,,18.3,4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/20/2014,0,,,20,4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/21/2014,21.6,,,25,12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/22/2014,7.1,,,17.2,6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/23/2014,0,,,16.1,5
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/24/2014,0,,,22.2,5
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/25/2014,0,,,22.8,7.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/26/2014,0,,,23.3,6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/27/2014,0,,,24.4,6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/28/2014,0,,,24.4,8.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/29/2014,0,,,24.4,9.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/30/2014,6.4,,,25,8.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/1/2014,0,,,13.3,9.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/3/2014,1.3,,,20,12.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/4/2014,15.2,,,19.4,3.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/5/2014,2,,,8.3,3.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/6/2014,0,,,11.1,6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/9/2014,0,,,15,3.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/10/2014,0,,,15,1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/11/2014,0,,,13.3,0
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/12/2014,0,,,13.9,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/13/2014,3.3,,,15,5
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/14/2014,0.5,,,20.6,12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/15/2014,8.6,,,20,12.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/16/2014,0,,,17.2,10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/17/2014,0.5,,,15.6,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/18/2014,2,,,16.7,5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/19/2014,0,,,7.8,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/20/2014,3.8,,,11.1,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/21/2014,0,,,13.3,7.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/22/2014,1.5,,,7.2,4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/23/2014,0,,,12.2,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/24/2014,0,,,14.4,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/25/2014,0,,,16.1,0
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/26/2014,0,,,19.4,5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/27/2014,0,,,16.1,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/28/2014,2.5,,,23.3,1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/29/2014,4.1,,,17.2,5
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/30/2014,0.5,,,8.9,1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/31/2014,0.3,,,8.9,0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/1/2014,4.1,,,5,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/2/2014,0,,,3.3,-7.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/3/2014,0,,,9.4,-2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/4/2014,0,,,15,3.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/5/2014,2.5,,,13.3,2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/6/2014,0,,,12.8,2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/7/2014,3,,,7.2,0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/8/2014,0.5,,,6.1,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/9/2014,3.3,,,6.1,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/10/2014,0,,,5.6,1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/11/2014,0,,,13.9,3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/12/2014,1,,,15.6,0
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/13/2014,0,,,0,-2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/14/2014,0.8,0,,0.6,-6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/15/2014,0.3,0,,0.6,-5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/16/2014,0,,,0,-6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/17/2014,0.8,5,,0.6,-6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/18/2014,0,,,-1.7,-12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/19/2014,0,,,-6.1,-12.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/20/2014,2.3,71,76,13.3,-8.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/21/2014,0,0,76,-3.3,-13.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/22/2014,0.5,,,-1.7,-13.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/23/2014,0.5,,,8.3,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/24/2014,28.4,,,12.2,6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/25/2014,0,,,13.3,-2.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/26/2014,0,,,-1.1,-2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/27/2014,0,,,-0.6,-3.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/28/2014,0,,,1.1,-10
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/29/2014,0,,,0,-7.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",11/30/2014,0,,,11.7,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/1/2014,0,,,13.9,-2.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/2/2014,0,,,-1.7,-8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/3/2014,0,,,0.6,-5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/4/2014,0,,,2.8,-5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/5/2014,0,,,0,-6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/6/2014,0,,,2.2,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/7/2014,0,,,3.9,-7.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/8/2014,0,,,4.4,-7.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/9/2014,2.5,,,3.9,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/10/2014,0,,,2.2,-3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/11/2014,0,,,-2.8,-7.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/12/2014,0,,,3.3,-7.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/13/2014,0,,,1.1,-2.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/14/2014,0,,,6.1,0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/15/2014,0,,,10,6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/16/2014,0.5,,,8.9,4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/17/2014,12.7,,,6.7,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/18/2014,0,,,-1.1,-3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/19/2014,1,0,,-0.6,-3.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/20/2014,0,,,-2.8,-8.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/21/2014,0,,,-1.1,-7.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/22/2014,0,,,0,-4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/23/2014,0.5,,,2.8,-5
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/24/2014,9.1,,,10,2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/25/2014,16.8,,,5.6,0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/26/2014,0,,,2.2,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/27/2014,1.3,,,8.3,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/28/2014,0,,,8.3,0
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/29/2014,0,,,1.7,-6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/30/2014,0,,,-1.1,-10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",12/31/2014,0,,,-5,-12.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/1/2015,0,,,-6.7,-10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/2/2015,0,,,-1.7,-8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/3/2015,0,,,0,-5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/4/2015,17,,,0,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/5/2015,2.8,18,51,0,-15
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/6/2015,1.8,20,51,-11.1,-15
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/7/2015,0,0,51,-7.8,-16.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/8/2015,0,0,51,-12.8,-17.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/9/2015,3,69,102,-9.4,-18.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/10/2015,1,13,76,-8.3,-18.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/11/2015,0,0,76,-5,-18.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/12/2015,7.9,97,178,-1.1,-5
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/13/2015,0,0,178,-2.8,-20.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/14/2015,0,0,178,-8.9,-23.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/15/2015,0,0,178,-6.1,-20
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/16/2015,0,0,152,-1.7,-16.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/17/2015,0,,,-1.7,-10
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/18/2015,0.3,,,7.2,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/19/2015,0.3,,,1.7,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/20/2015,0,,,0,-3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/21/2015,0,,51,-1.1,-5
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/22/2015,1.8,38,76,-3.9,-6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/23/2015,0,0,76,-3.3,-7.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/24/2015,0,0,76,1.7,-6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/25/2015,0,0,51,2.2,-5
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/26/2015,0,0,51,-4.4,-15
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/27/2015,0,0,51,-3.9,-15.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/28/2015,0,0,51,-3.3,-16.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/29/2015,1,0,25,-0.6,-15.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/31/2015,0,,,-6.1,-14.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/1/2015,3.8,38,76,0.6,-6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/2/2015,17,241,305,-6.7,-13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/3/2015,0,0,305,-10,-18.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/4/2015,2,20,305,-2.8,-18.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/5/2015,1,13,279,-2.8,-21.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/6/2015,0,0,279,-8.9,-23.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/7/2015,0,,,-1.7,-10
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/8/2015,0,,,3.3,-2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/9/2015,0,,,5,-8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/10/2015,0,,178,-4.4,-15
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/11/2015,0,,152,-1.7,-14.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/12/2015,0,,,-0.6,-11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/13/2015,0,,152,-11.7,-23.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/14/2015,0.8,13,178,-5.6,-23.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/15/2015,3,51,229,-10,-25.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/16/2015,0,,229,-15.6,-29.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/17/2015,,,229,-13.9,-23.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/18/2015,,,254,-6.1,-17.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/19/2015,0,0,254,-8.3,-23.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/20/2015,0,0,254,-15,-32.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/21/2015,,,254,-10,-32.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/22/2015,0,0,254,-1.7,-11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/23/2015,0,0,254,-3.3,-24.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/24/2015,0,0,254,-11.1,-25
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/25/2015,0,0,254,-6.1,-17.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/26/2015,0,0,254,-5.6,-17.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/27/2015,0,0,254,-10,-27.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/28/2015,0,,,-7.8,-27.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/1/2015,0.3,,254,-5.6,-11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/2/2015,0,0,229,-2.8,-8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/3/2015,0,0,203,-0.6,-8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/4/2015,7.6,38,254,1.1,-8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/5/2015,0,0,229,0.6,-17.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/6/2015,0,0,229,-7.8,-22.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/7/2015,0,0,229,-3.9,-22.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/8/2015,0,0,203,7.8,-6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/9/2015,0,0,178,7.2,-5
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/10/2015,0,0,178,10,-6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/11/2015,0,0,102,9.4,0
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/12/2015,0,0,51,10.6,-4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/13/2015,0,0,25,7.2,-4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/14/2015,0,,0,11.7,-2.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/15/2015,0,,0,7.2,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/16/2015,0,0,0,11.7,0
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/17/2015,0,0,0,18.9,2.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/18/2015,0,0,0,5.6,-5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/19/2015,0,0,,8.3,-5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/20/2015,0,0,0,4.4,-5
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/21/2015,0,,,10.6,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/22/2015,0,,,9.4,-7.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/23/2015,0,,,2.2,-7.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/24/2015,0,,,-1.1,-10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/25/2015,0,,,5,-11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/26/2015,4.1,,,10,0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/27/2015,0,,,5,-6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/30/2015,0,,,6.1,-9.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/31/2015,7.4,,,12.8,0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/1/2015,0,,,8.3,-3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/2/2015,0,,,17.8,-3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/3/2015,7.1,,,13.9,2.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/4/2015,0,,,12.2,-5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/5/2015,0.8,,,11.1,-5
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/6/2015,0,,,15,0
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/7/2015,0,,,16.7,0
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/8/2015,0.8,,,10,2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/9/2015,4.3,,,6.7,2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/10/2015,15.7,,,17.8,3.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/11/2015,0.5,,,13.3,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/12/2015,0,,,16.1,0
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/13/2015,0,,,18.3,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/14/2015,0,,,18.9,1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/15/2015,0,,,,0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/16/2015,0,,,17.2,5
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/17/2015,0,,,16.1,6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/18/2015,0,,,24.4,6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/19/2015,0,,,23.3,6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/20/2015,13.2,,,16.1,9.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/21/2015,2.8,,,15,3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/22/2015,1,,,9.4,0
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/23/2015,0,,,3.9,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/24/2015,0,,,4.4,-5
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/25/2015,1.5,,,13.9,-5
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/26/2015,0,,,11.1,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/27/2015,0,0,0,13.9,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/28/2015,0,,,10.6,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/29/2015,0,,,17.2,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/30/2015,7.1,,,18.9,2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/1/2015,0,,,13.3,4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/2/2015,0,,,22.2,4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/3/2015,0,,,23.9,7.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/4/2015,0.8,,,26.1,10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/5/2015,0,,,25.6,12.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/6/2015,11.7,,,12.2,8.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/7/2015,0,,,22.2,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/8/2015,0,,,28.3,10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/9/2015,3.3,,,29.4,12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/10/2015,0,,,26.7,14.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/11/2015,13.5,,,25,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/12/2015,3.3,,,25,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/13/2015,0.3,,,11.7,5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/14/2015,0,,,12.8,1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/15/2015,,,,16.7,2.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/16/2015,1.3,,,23.3,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/17/2015,0,,,24.4,16.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/18/2015,4.3,,,27.8,18.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/19/2015,0,,,27.8,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/20/2015,0,,,11.7,2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/21/2015,2.5,,,15.6,3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/22/2015,0,,,17.8,6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/23/2015,0,,,18.3,1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/24/2015,0,,,24.4,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/25/2015,0,,,24.4,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/26/2015,1.8,,,26.7,16.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/27/2015,5.8,,,27.8,16.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/28/2015,8.4,,,26.1,11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/29/2015,0,,,25.6,11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/30/2015,0.5,,,27.8,16.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/31/2015,61.7,,,26.1,7.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/1/2015,7.6,,,9.4,5
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/2/2015,0,,,17.2,4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/3/2015,0,,,21.1,5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/4/2015,0,,,21.1,5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/5/2015,0,,,27.2,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/6/2015,0.3,,,24.4,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/7/2015,0,,,22.8,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/8/2015,6.4,,,25.6,15
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/9/2015,3.6,,,25.6,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/10/2015,8.4,,,23.9,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/11/2015,2,,,29.4,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/12/2015,3.8,,,22.8,15.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/13/2015,7.1,,,25,13.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/14/2015,12.7,,,20,14.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/15/2015,27.4,,,25.6,19.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/16/2015,3.3,,,26.7,18.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/19/2015,0,,,25.6,15
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/20/2015,0,,,18.3,10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/21/2015,0.8,,,26.7,17.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/22/2015,0,,,27.2,15
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/23/2015,62.2,,,27.2,16.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/24/2015,0,,,23.9,11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/25/2015,0,,,25.6,11.1
