STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/1/2009,0,0,25,-5.6,-15
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/2/2009,0,0,25,-1.7,-9.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/3/2009,0,0,25,-0.6,-12.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/4/2009,0.5,0,25,-1.1,-8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/5/2009,0,0,0,1.1,-7.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/6/2009,0,0,0,-2.2,-13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/7/2009,0,0,0,-2.2,-13.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/8/2009,4.3,51,51,-2.2,-5
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/9/2009,0.5,13,76,-0.6,-9.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/10/2009,5.1,76,127,-5.6,-10
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/11/2009,10.2,140,254,-5,-10
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/12/2009,0,0,254,-4.4,-13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/13/2009,2.5,25,203,-1.1,-15
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/14/2009,0,0,0,-1.1,-25
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/15/2009,1.8,13,203,-11.7,-23.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/16/2009,0,0,203,-12.2,-26.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/17/2009,0,0,203,-12.2,-26.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/18/2009,5.6,157,305,-6.7,-16.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/19/2009,0,0,254,-6.7,-15
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/20/2009,0,0,229,-7.2,-19.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/21/2009,0,0,229,-8.3,-23.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/22/2009,0,0,229,-2.8,-12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/23/2009,0,0,203,-1.7,-13.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/24/2009,0,0,203,2.8,-11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/25/2009,0,0,203,-8.3,-20.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/26/2009,0,0,178,-8.3,-21.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/27/2009,1,20,203,-6.1,-22.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/28/2009,2.3,20,229,-6.1,-16.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/29/2009,2.8,25,254,-5.6,-12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/30/2009,2.5,25,254,-3.3,-12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",1/31/2009,0.8,13,279,-6.1,-14.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/1/2009,0,0,254,2.2,-12.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/2/2009,0,0,229,6.7,-7.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/3/2009,0,0,229,1.1,-16.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/4/2009,0,0,229,-3.3,-17.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/5/2009,0,0,229,-11.7,-26.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/6/2009,0,0,229,-7.2,-23.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/7/2009,0,0,178,6.1,-12.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/8/2009,0,0,51,11.1,0
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/9/2009,0,0,0,5,-8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/10/2009,3.8,0,0,3.9,-8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/11/2009,0,0,0,13.9,3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/12/2009,19.1,0,0,11.7,1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/13/2009,0,0,0,2.8,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/14/2009,55.9,,51,2.2,-4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/15/2009,0.5,13,76,-1.1,-8.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/16/2009,0,0,25,0,-9.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/17/2009,0,0,0,-0.6,-10
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/18/2009,0,0,0,3.3,-6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/19/2009,6.6,0,0,3.3,-8.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/20/2009,0,0,0,-6.1,-10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/21/2009,0,0,0,-2.2,-11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/22/2009,4.1,38,76,0,-11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/23/2009,0,0,51,-2.2,-12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/24/2009,0,0,25,-3.3,-17.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/25/2009,0,0,25,-1.1,-17.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/26/2009,0,0,25,6.1,-5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/27/2009,12.7,0,0,10,-3.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",2/28/2009,0,0,0,8.3,-10
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/1/2009,0,0,0,-2.8,-11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/2/2009,0,0,0,-5.6,-15
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/3/2009,0,0,0,-7.2,-17.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/4/2009,0,0,0,-2.2,-17.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/5/2009,0,0,0,3.9,-12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/6/2009,0,0,0,13.9,-2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/7/2009,1.3,0,0,20,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/8/2009,37.3,0,0,6.7,2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/9/2009,14.7,0,0,8.9,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/10/2009,0,0,0,6.7,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/11/2009,27.4,0,0,12.2,0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/12/2009,0,0,0,1.1,-7.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/13/2009,0,0,0,-2.2,-8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/14/2009,0,0,0,2.8,-7.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/15/2009,0,0,0,10,-5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/16/2009,0,0,0,12.8,-3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/17/2009,0,0,0,15,-2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/18/2009,0,0,0,20.6,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/19/2009,0.3,0,0,15.6,0
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/20/2009,0,0,0,6.1,-8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/21/2009,0,0,0,5,-8.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/22/2009,0,0,0,9.4,-2.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/23/2009,0,0,0,11.1,-4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/24/2009,0,0,0,6.1,-4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/25/2009,0,0,0,8.9,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/26/2009,3,0,0,13.9,0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/27/2009,0,0,0,13.3,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/28/2009,0,0,0,15.6,-2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/29/2009,12.7,0,0,12.2,-2.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/30/2009,5.8,0,0,7.2,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",3/31/2009,0,0,0,8.9,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/1/2009,0.8,0,0,10,0
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/2/2009,0,0,0,12.8,1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/3/2009,11.9,0,0,17.2,5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/4/2009,3.8,0,0,6.7,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/5/2009,0,0,0,11.1,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/6/2009,,127,127,7.2,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/7/2009,0,0,76,2.8,-2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/8/2009,0,0,25,1.7,-2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/9/2009,0,0,0,10,-3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/10/2009,0,0,0,13.9,-3.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/11/2009,0,0,0,11.7,-2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/12/2009,0,0,0,10.6,-4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/13/2009,0,0,0,10.6,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/14/2009,1.8,0,0,7.2,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/15/2009,28.7,0,0,4.4,2.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/16/2009,1,0,0,15,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/17/2009,0,0,0,17.8,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/18/2009,0,0,0,21.7,0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/19/2009,0,0,0,23.3,3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/20/2009,15.7,0,0,11.1,5
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/21/2009,17.3,0,0,11.1,2.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/22/2009,4.3,0,0,8.9,1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/23/2009,2,0,0,12.2,-1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/24/2009,0,0,0,15.6,-1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/25/2009,0,0,0,29.4,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/26/2009,23.6,0,0,27.2,11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/27/2009,,0,0,27.2,11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/28/2009,,0,0,27.2,16.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/29/2009,3.8,0,0,16.1,5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",4/30/2009,15.2,0,0,14.4,7.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/1/2009,15.2,0,0,17.8,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/2/2009,0.5,0,0,17.2,3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/3/2009,0,0,0,17.8,4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/4/2009,0,0,0,20.6,6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/5/2009,0,0,0,18.9,6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/6/2009,0,0,0,20,6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/7/2009,0,0,0,18.3,7.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/8/2009,5.6,0,0,17.8,7.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/9/2009,0.8,0,0,23.3,9.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/10/2009,2.5,0,0,17.2,7.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/11/2009,0,0,0,15,3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/12/2009,0,0,0,16.1,1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/13/2009,0,0,0,18.3,1.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/14/2009,17.5,0,0,18.3,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/15/2009,0,0,0,21.7,5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/16/2009,33,0,0,20,5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/17/2009,0,0,0,17.8,1.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/18/2009,0,0,0,15,0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/19/2009,0,0,0,18.3,0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/20/2009,0,0,0,23.9,8.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/21/2009,0,0,0,27.8,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/22/2009,0,0,0,28.3,11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/23/2009,0,0,0,21.1,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/24/2009,0.8,0,0,26.1,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/25/2009,0,0,0,23.3,
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/26/2009,0,0,0,21.7,11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/27/2009,2.5,0,0,20.6,12.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/28/2009,7.6,0,0,25.6,15.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/29/2009,1,0,0,18.3,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/30/2009,0,0,0,23.9,5
USC00208972,"WHITMORE LAKE 1 NW, MI US",5/31/2009,0,0,0,22.2,3.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/1/2009,0,0,0,18.3,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/2/2009,6.9,0,0,24.4,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/3/2009,0,0,0,17.8,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/4/2009,0,0,0,18.3,5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/5/2009,0,0,0,20,3.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/6/2009,0,0,0,23.3,5
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/7/2009,0.8,0,0,22.8,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/8/2009,0,0,0,23.3,11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/9/2009,9.9,0,0,22.8,13.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/10/2009,0,0,0,22.8,11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/11/2009,0,0,0,22.8,11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/12/2009,12.7,0,0,16.1,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/13/2009,0,0,0,23.3,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/14/2009,1.3,0,0,17.8,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/15/2009,0,0,0,24.4,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/16/2009,0,0,0,25.6,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/17/2009,0.8,0,0,23.9,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/18/2009,7.6,0,0,22.2,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/19/2009,8.1,0,0,25,14.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/20/2009,81.3,0,0,26.1,15.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/21/2009,0.5,0,0,27.2,16.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/22/2009,0,0,0,26.7,16.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/23/2009,0,0,0,28.3,16.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/24/2009,0,0,0,29.4,16.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/25/2009,0,0,0,31.7,18.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/26/2009,16,0,0,31.1,18.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/27/2009,0,0,0,27.2,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/28/2009,0,0,0,27.2,18.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/29/2009,0,0,0,26.1,14.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",6/30/2009,2.5,0,0,23.3,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/1/2009,0,0,0,18.3,12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/2/2009,5.1,0,0,18.9,12.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/3/2009,0.5,0,0,17.2,12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/4/2009,0,0,0,21.7,11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/5/2009,0,0,0,22.8,10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/6/2009,0,0,0,26.1,11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/7/2009,0,0,0,25.6,11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/8/2009,0,0,0,21.7,9.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/9/2009,0,0,0,22.8,9.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/10/2009,0,0,0,26.1,11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/11/2009,0,0,0,26.7,12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/12/2009,3,0,0,28.3,11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/13/2009,0,0,0,25,7.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/14/2009,0,0,0,24.4,7.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/15/2009,0,0,0,24.4,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/16/2009,0,0,0,27.8,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/17/2009,13.2,0,0,26.1,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/18/2009,0,0,0,21.7,10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/19/2009,0,0,0,19.4,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/20/2009,0,0,0,22.2,12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/21/2009,0,0,0,25.6,12.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/22/2009,0,0,0,25.6,12.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/23/2009,2.5,0,0,22.8,17.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/24/2009,2.5,0,0,23.9,13.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/25/2009,0.3,0,0,26.7,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/26/2009,2.5,0,0,25.6,15
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/27/2009,0,0,0,23.9,13.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/28/2009,0,0,0,27.2,13.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/29/2009,2.5,0,0,28.3,18.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/30/2009,2.5,0,0,26.1,11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",7/31/2009,0,0,0,25.6,11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/1/2009,0,0,0,25.6,12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/2/2009,0,0,0,26.1,16.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/3/2009,0,0,0,23.9,11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/4/2009,0,0,0,26.1,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/5/2009,0,0,0,28.9,11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/6/2009,0,0,0,25,10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/7/2009,0,0,0,26.1,10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/8/2009,0,0,0,26.1,11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/9/2009,46,0,0,25.6,16.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/10/2009,22.6,0,0,32.8,18.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/11/2009,0,0,0,28.3,18.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/12/2009,0,0,0,27.2,15
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/13/2009,0,0,0,26.1,14.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/14/2009,0,0,0,28.3,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/15/2009,0,0,0,29.4,15
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/16/2009,0,0,0,29.4,17.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/17/2009,0.5,0,0,31.7,21.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/18/2009,2,0,0,25.6,20
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/19/2009,0,0,0,27.8,15.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/20/2009,3.6,0,0,27.8,15.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/21/2009,6.6,0,0,26.1,16.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/22/2009,4.6,0,0,24.4,12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/23/2009,0,0,0,17.2,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/24/2009,1.3,0,0,21.1,10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/25/2009,0,0,0,24.4,10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/26/2009,2.8,0,0,27.2,11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/27/2009,8.4,0,0,20,11.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/28/2009,3,0,0,20.6,12.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/29/2009,17.8,0,0,17.8,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/30/2009,0.8,0,0,20,9.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",8/31/2009,0,0,0,18.9,6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/1/2009,0,0,0,20,6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/2/2009,0,0,0,22.2,6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/3/2009,0,0,0,23.3,6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/4/2009,0,0,0,24.4,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/5/2009,0,0,0,25,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/6/2009,0,0,0,25.6,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/7/2009,0,0,0,25,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/8/2009,9.9,0,0,22.8,15.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/9/2009,7.6,0,0,22.8,15.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/10/2009,0,0,0,25.6,15
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/11/2009,0,0,0,25.6,12.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/12/2009,0,0,0,24.4,11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/13/2009,0,0,0,23.3,8.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/14/2009,0,0,0,26.1,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/15/2009,0,0,0,27.2,13.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/16/2009,0,0,0,26.1,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/17/2009,0,0,0,20,6.7
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/18/2009,0,0,0,21.7,6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/19/2009,0,0,0,22.8,4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/20/2009,0,0,0,23.9,5
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/21/2009,8.4,0,0,23.9,10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/22/2009,1.3,0,0,24.4,18.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/23/2009,0.5,0,0,26.7,18.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/24/2009,0,0,0,23.3,14.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/25/2009,0,0,0,21.7,10
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/26/2009,0,0,0,21.1,10.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/27/2009,0.5,0,0,19.4,11.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/28/2009,9.7,0,0,21.7,12.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/29/2009,11.4,0,0,13.9,7.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",9/30/2009,1.3,0,0,15.6,6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/1/2009,0,0,0,13.3,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/2/2009,6.9,0,0,15,-0.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/3/2009,7.9,0,0,14.4,8.3
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/4/2009,3.8,0,0,13.3,8.9
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/5/2009,3.3,0,0,13.3,6.1
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/6/2009,0,0,0,14.4,4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/7/2009,3.3,0,0,14.4,4.4
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/8/2009,0,0,0,14.4,2.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/9/2009,6.4,0,0,13.9,2.8
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/10/2009,17.8,0,0,10.6,5.6
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/11/2009,0,0,0,12.2,-2.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/12/2009,0,0,0,8.9,-2.2
USC00208972,"WHITMORE LAKE 1 NW, MI US",10/13/2009,1,0,0,9.4,3.3
